banking_id,banked_total,banking_total,banking_date,reconcile_status,restaurant_id,sealed_by,banking_time_indicator
10479,1459.55,6138.379999999979,2024-09-15,pending,29,Micheal Porter,morning
10480,24.26,8372.659999999982,2024-09-16,reconciled,29,Melissa Myers,evening
10481,2226.52,11303.549999999981,2024-09-17,pending,29,Daniel Simpson,evening
10482,9605.49,11537.459999999981,2024-09-18,pending,29,Sean Riley,morning
10483,3808.02,5106.269999999981,2024-09-19,reconciled,29,Dustin Hardy,evening
10484,3334.2,5091.289999999982,2024-09-20,reconciled,29,Karen Ross,morning
10485,2157.61,4793.379999999982,2024-09-21,reconciled,29,Frances Salas PhD,evening
10486,95.38,6120.509999999983,2024-09-22,reconciled,29,Lee Mayer,evening
10487,563.18,8550.299999999983,2024-09-23,pending,29,Noah Anderson,evening
10488,4670.99,11374.229999999983,2024-09-24,reconciled,29,Andrea Phillips,morning
10489,5875.39,8094.769999999983,2024-09-25,pending,29,Stacy Johnson,morning
10490,811.25,5722.599999999983,2024-09-26,pending,29,Troy Burgess,morning
10491,3461.66,8101.279999999983,2024-09-27,pending,29,Matthew Nunez,evening
10492,7148.17,7915.269999999984,2024-09-28,reconciled,29,Mrs. Priscilla Powell,evening
10493,2715.98,3324.1999999999844,2024-09-29,reconciled,29,Claire Foster,morning
10494,1650.99,4352.939999999986,2024-09-30,reconciled,29,Lauren Burns,evening
10495,5978.16,6160.849999999987,2024-10-01,pending,29,Jimmy Clayton,evening
10496,36.53,1632.4799999999864,2024-10-02,reconciled,29,Tracy Thompson,morning
10497,4970.5,4981.309999999985,2024-10-03,pending,29,Tyler Powell,morning
10498,2778.83,3145.9299999999853,2024-10-04,reconciled,29,Joseph Brown,morning
10499,1241.26,3248.0399999999854,2024-10-05,pending,29,Kristen Zhang,morning
10500,4035.68,5853.069999999985,2024-10-06,pending,29,Kevin Benson,morning
10501,572.82,4180.619999999985,2024-10-07,pending,29,Michael Salazar,morning
10502,2996.62,7133.229999999985,2024-10-08,reconciled,29,Hannah Webb,evening
10503,5519.75,7096.9199999999855,2024-10-09,reconciled,29,Albert Rich,morning
10504,3278.0,4858.639999999986,2024-10-10,reconciled,29,Kevin Walker,evening
10505,560.31,4085.6199999999853,2024-10-11,reconciled,29,Adam Neal,morning
10506,1672.19,6456.459999999986,2024-10-12,pending,29,John Palmer,evening
10507,4463.76,7828.359999999985,2024-10-13,reconciled,29,John Gutierrez DDS,evening
10508,2406.5,6565.349999999986,2024-10-14,pending,29,Mary Bean,morning
10509,1172.28,6549.619999999986,2024-10-15,reconciled,29,Jason Parks,evening
10510,3866.51,9900.949999999986,2024-10-16,pending,29,Mr. David Huffman Jr.,evening
10511,8471.15,9589.779999999988,2024-10-17,pending,29,Kristine Price,evening
10512,781.76,3776.1899999999882,2024-10-18,pending,29,Nicholas Hill,evening
10513,3888.91,5259.649999999989,2024-10-19,pending,29,Kimberly Vaughan,evening
10514,1536.27,4117.279999999989,2024-10-20,reconciled,29,Earl Holland,morning
10515,3818.17,5559.089999999988,2024-10-21,reconciled,29,Yolanda Chavez,evening
10516,1254.69,3646.579999999988,2024-10-22,reconciled,29,Brianna Price,morning
10517,1738.01,6102.189999999989,2024-10-23,reconciled,29,Madison Mack,evening
10518,3673.1,7182.409999999989,2024-10-24,reconciled,29,Richard Jones,morning
10519,4096.93,6030.419999999989,2024-10-25,pending,29,Virginia Rivera,morning
10520,3817.22,4350.699999999989,2024-10-26,reconciled,29,Monica Williams,morning
10521,4675.33,4922.489999999989,2024-10-27,pending,29,Nancy French,evening
10522,1004.4,4360.989999999989,2024-10-28,reconciled,29,Troy Hernandez,evening
10523,1882.31,6136.60999999999,2024-10-29,reconciled,29,Lonnie Bell,morning
10524,5015.66,6595.05999999999,2024-10-30,reconciled,29,Amanda Perry,evening
10525,3331.87,3969.989999999991,2024-10-31,reconciled,29,James Watson,morning
10526,2151.19,3465.929999999991,2024-11-01,pending,29,Megan Baker,morning
10527,2761.72,3529.309999999991,2024-11-02,reconciled,29,Victor Smith,evening
10528,324.92,3703.239999999991,2024-11-03,pending,29,Bruce Johnson,evening
10529,489.68,5593.249999999991,2024-11-04,pending,29,Paul Chavez,morning
10530,4452.18,9468.32999999999,2024-11-05,reconciled,29,Kathleen Sharp,morning
10531,1073.67,7356.83999999999,2024-11-06,pending,29,Martha Thomas,evening
10532,4348.7,8941.09999999999,2024-11-07,pending,29,Mrs. Maria Holden,evening
10533,7219.74,7460.52999999999,2024-11-08,pending,29,Kevin Mccarthy,morning
10534,1846.84,3656.2499999999895,2024-11-09,reconciled,29,Christopher Hopkins,evening
10535,3201.18,4719.219999999989,2024-11-10,pending,29,Michelle Wilson,morning
10536,2225.01,3684.74999999999,2024-11-11,pending,29,Nancy Mann,evening
10537,260.66,4139.53999999999,2024-11-12,pending,29,Donna Clark,morning
10538,5565.29,7099.28999999999,2024-11-13,reconciled,29,Jason Wilson,evening
10539,891.69,4015.6099999999897,2024-11-14,pending,29,Laura Estrada,evening
10540,5237.92,5628.629999999989,2024-11-15,pending,29,Susan Flynn,morning
10541,1678.34,3223.5699999999892,2024-11-16,pending,29,Kelly Dillon,morning
10542,2186.68,3680.499999999989,2024-11-17,reconciled,29,Daniel Mayo,evening
10543,103.17,3899.3999999999887,2024-11-18,pending,29,Robert Rollins,evening
10544,819.93,6591.369999999988,2024-11-19,reconciled,29,Margaret Wright,morning
10545,5112.6,7309.609999999987,2024-11-20,reconciled,29,Matthew Barnes,evening
10546,2154.12,4596.559999999987,2024-11-21,reconciled,29,Ashley Stewart,evening
10547,21.25,4902.189999999987,2024-11-22,pending,29,Alexis Johnson,evening
10548,6767.81,8616.889999999987,2024-11-23,pending,29,Jennifer Jones,morning
10549,2126.59,4490.079999999986,2024-11-24,pending,29,Isaiah Smith,evening
10550,1115.06,6266.979999999986,2024-11-25,pending,29,Rhonda Thomas,evening
10551,5240.61,7524.459999999986,2024-11-26,pending,29,Abigail Taylor,evening
10552,1339.35,5916.349999999988,2024-11-27,reconciled,29,Cameron Brown,morning
10553,3871.49,6841.929999999987,2024-11-28,pending,29,Catherine Hunter,evening
10554,5231.83,6322.029999999986,2024-11-29,pending,29,John Wright,evening
10555,3198.24,3556.459999999987,2024-11-30,pending,29,Joseph Gomez,morning
10556,2657.73,2981.509999999986,2024-12-01,pending,29,Timothy Hall,morning
10557,1070.43,3070.8099999999863,2024-12-02,reconciled,29,Mrs. Elizabeth Glover DDS,evening
10558,1460.68,4392.689999999986,2024-12-03,pending,29,Jacqueline Campbell,evening
10559,1410.4,5897.349999999986,2024-12-04,pending,29,Joshua Andrews,morning
10560,489.75,8301.039999999986,2024-12-05,pending,29,Maria Johnson,evening
10561,21.01,10326.819999999987,2024-12-06,pending,29,Jennifer Taylor,evening
10562,7758.79,12780.869999999986,2024-12-07,reconciled,29,Stephen Morgan,morning
10563,3585.63,8200.809999999987,2024-12-08,reconciled,29,Jeffery Lambert,evening
10564,5472.77,7015.279999999986,2024-12-09,pending,29,Sarah Lynch,evening
10565,2717.25,5056.929999999986,2024-12-10,reconciled,29,Yvonne Ortiz,evening
10566,1715.41,5354.319999999986,2024-12-11,reconciled,29,April Petersen,evening
10567,3497.28,7205.009999999986,2024-12-12,pending,29,Samantha Rodriguez,morning
10568,2654.44,6050.409999999984,2024-12-13,reconciled,29,Christopher Roberts,morning
10569,1366.25,5949.299999999984,2024-12-14,reconciled,29,Traci Sandoval,morning
10570,5498.6,7629.829999999984,2024-12-15,reconciled,29,Gabriella Mccormick,morning
10571,2506.53,4895.439999999983,2024-12-16,pending,29,Ryan Ray,morning
10572,3259.91,4816.859999999983,2024-12-17,reconciled,29,Kelsey Simmons,evening
10573,1388.9,5540.839999999984,2024-12-18,reconciled,29,Mark Hampton,morning
10574,2698.41,7741.549999999984,2024-12-19,pending,29,Michelle Berry,evening
10575,4812.32,7736.479999999984,2024-12-20,reconciled,29,Lisa Rich DVM,morning
10576,3362.47,4896.539999999984,2024-12-21,pending,29,Susan Horton,morning
10577,2997.89,3442.709999999983,2024-12-22,pending,29,Steven Gray,morning
10578,3185.63,3318.0199999999827,2024-12-23,reconciled,29,Tammy Rice,morning
10579,606.99,3656.1499999999837,2024-12-24,reconciled,29,Michael Young,evening
10580,4769.01,5673.609999999983,2024-12-25,reconciled,29,Nicholas Hoffman,morning
10581,1705.82,4152.9899999999825,2024-12-26,pending,29,Jessica Johnson,morning
10582,1077.56,5866.339999999983,2024-12-27,pending,29,Madison Kennedy,evening
10583,2519.23,8191.529999999984,2024-12-28,reconciled,29,Daniel Curry,evening
10584,5829.67,9459.649999999985,2024-12-29,reconciled,29,Grace Thornton,evening
10585,3172.02,5553.879999999985,2024-12-30,pending,29,Michelle Watson,evening
10586,36.28,3633.53,2024-01-01,reconciled,30,Nicole Powell,morning
10587,680.87,6353.18,2024-01-02,pending,30,Tyler Pacheco,evening
10588,3604.69,8266.73,2024-01-03,reconciled,30,Michael Rice,morning
10589,414.05,7478.049999999998,2024-01-04,pending,30,Jill Herman,morning
10590,2405.75,10412.769999999999,2024-01-05,pending,30,Don Kelly,evening
10591,865.48,11509.88,2024-01-06,reconciled,30,Stephanie Contreras,evening
10592,12253.64,12819.920000000002,2024-01-07,pending,30,Laura Rogers,morning
10593,1104.88,3435.2400000000025,2024-01-08,pending,30,Dakota Barnes,morning
10594,798.21,6061.370000000003,2024-01-09,reconciled,30,Vanessa Roberts,evening
10595,6784.74,7570.3700000000035,2024-01-10,pending,30,Elizabeth Singh,evening
10596,2575.92,4012.010000000004,2024-01-11,pending,30,Alicia Johnson,evening
10597,2740.56,3835.6600000000044,2024-01-12,reconciled,30,Michelle Chapman,morning
10598,1668.22,4128.9100000000035,2024-01-13,reconciled,30,Evelyn Huber,evening
10599,1797.28,5234.510000000003,2024-01-14,pending,30,Erica Romero,evening
10600,4505.19,6652.200000000004,2024-01-15,pending,30,Kelsey Stewart,evening
10601,1897.63,4975.610000000004,2024-01-16,pending,30,Traci Krueger,evening
10602,3706.25,5954.570000000004,2024-01-17,pending,30,Robert Williams,morning
10603,1798.81,5467.590000000004,2024-01-18,pending,30,Christopher Cook,morning
10604,471.96,8267.600000000004,2024-01-19,pending,30,Joshua Davis,morning
10605,1087.39,10129.850000000004,2024-01-20,reconciled,30,Christopher Hampton,evening
10606,11061.23,12455.810000000003,2024-01-21,pending,30,Jessica Poole,evening
10607,734.95,4656.430000000003,2024-01-22,pending,30,Jennifer Allen,morning
10608,1418.04,6043.930000000002,2024-01-23,reconciled,30,Nancy Gonzalez,evening
10609,7723.47,8431.900000000001,2024-01-24,reconciled,30,Kenneth Rowe,morning
10610,222.06,3326.1200000000017,2024-01-25,reconciled,30,Sheri Lucas,morning
10611,147.58,5725.660000000002,2024-01-26,pending,30,Ethan Andrews,morning
10612,5677.06,8703.630000000003,2024-01-27,pending,30,Charlene Weaver,evening
10613,2219.71,6131.050000000002,2024-01-28,reconciled,30,Timothy Martin,morning
10614,533.12,6084.8200000000015,2024-01-29,pending,30,Stephen Doyle,evening
10615,8183.75,8319.330000000002,2024-01-30,reconciled,30,Shannon Hunt,morning
10616,2086.28,2620.970000000001,2024-01-31,reconciled,30,Laura Gonzalez,evening
10617,2431.49,2509.6200000000003,2024-02-01,pending,30,Jamie Harrell MD,evening
10618,614.8,2733.0800000000004,2024-02-02,reconciled,30,Julie Howard,morning
10619,5194.67,5744.120000000001,2024-02-03,pending,30,David Ford,morning
10620,1963.18,2257.630000000001,2024-02-04,pending,30,Rebecca Smith,morning
10621,2760.09,3943.8700000000013,2024-02-05,pending,30,Anita Beltran,morning
10622,30.66,4589.9900000000025,2024-02-06,pending,30,Pamela Riley,morning
10623,7224.85,8437.270000000002,2024-02-07,reconciled,30,Jordan Hood,morning
10624,2707.19,3654.7800000000025,2024-02-08,pending,30,Taylor Wilcox,morning
10625,3165.41,3373.2500000000027,2024-02-09,reconciled,30,Jacob Edwards,evening
10626,1343.63,2456.180000000003,2024-02-10,pending,30,Charles Douglas,morning
10627,3389.08,4017.350000000002,2024-02-11,reconciled,30,Lucas Contreras,evening
10628,2584.22,3005.750000000002,2024-02-12,reconciled,30,Cheryl George,evening
10629,3544.82,3649.2700000000027,2024-02-13,reconciled,30,Matthew Stokes,evening
10630,71.82,2853.1300000000033,2024-02-14,pending,30,Aaron Davis,evening
10631,3453.31,5555.530000000004,2024-02-15,reconciled,30,Kirk Dodson,morning
10632,1715.67,4791.5800000000045,2024-02-16,pending,30,Catherine Moran,evening
10633,265.91,5691.480000000004,2024-02-17,reconciled,30,David Shelton,morning
10634,472.91,7373.760000000005,2024-02-18,reconciled,30,Cheyenne Wong,evening
10635,1839.23,9990.610000000006,2024-02-19,reconciled,30,Mark Kane Jr.,evening
10636,7856.2,10767.040000000006,2024-02-20,reconciled,30,Kathleen Stevens,morning
10637,2430.54,6701.820000000007,2024-02-21,pending,30,Shelley Morris,evening
10638,7030.59,7431.760000000007,2024-02-22,pending,30,Steven Salinas,evening
10639,3760.87,4068.4300000000076,2024-02-23,pending,30,Ryan Hamilton,morning
10640,1463.02,4350.900000000007,2024-02-24,pending,30,Amy Hale,morning
10641,5145.42,6221.820000000007,2024-02-25,reconciled,30,Chase Mcpherson,morning
10642,3518.0,3968.0800000000067,2024-02-26,reconciled,30,Cynthia Smith,evening
10643,718.81,2783.720000000007,2024-02-27,reconciled,30,Allison Yang,evening
10644,1047.98,4605.410000000008,2024-02-28,reconciled,30,Angela Smith,morning
10645,2015.32,6889.120000000007,2024-02-29,pending,30,Miss Brittany Anderson,evening
10646,6425.74,8416.240000000009,2024-03-01,reconciled,30,Michael Cox,morning
10647,3952.6,5958.580000000009,2024-03-02,pending,30,Paul Cobb,morning
10648,3742.29,4400.040000000008,2024-03-03,reconciled,30,Abigail Kane,evening
10649,3083.32,4217.7200000000075,2024-03-04,pending,30,Frederick Hunter,evening
10650,3817.18,4754.120000000007,2024-03-05,pending,30,Evan Edwards,evening
10651,868.19,3078.5400000000072,2024-03-06,pending,30,Barbara Williams,evening
10652,5384.98,5995.940000000008,2024-03-07,pending,30,Amanda Gay,morning
10653,818.23,3682.360000000008,2024-03-08,pending,30,Anthony Nunez,evening
10654,6308.21,6550.180000000009,2024-03-09,pending,30,Tracy Carpenter,evening
10655,3937.55,5269.70000000001,2024-03-10,pending,30,Christopher Stanley,evening
10656,763.5,4468.21000000001,2024-03-11,pending,30,Veronica Hernandez,morning
10657,6524.42,6778.290000000011,2024-03-12,reconciled,30,Sarah Martinez,morning
10658,817.6,3878.9500000000107,2024-03-13,reconciled,30,Tom Stevens,evening
10659,3177.94,6437.230000000011,2024-03-14,reconciled,30,Jonathan Harris,evening
10660,928.48,5641.170000000011,2024-03-15,pending,30,Michelle Santos,morning
10661,5119.43,8409.47000000001,2024-03-16,reconciled,30,Douglas Austin,evening
10662,4191.42,5617.32000000001,2024-03-17,reconciled,30,Patricia Harper,morning
10663,3766.59,4392.260000000009,2024-03-18,reconciled,30,Sarah English,morning
10664,1625.29,2777.770000000008,2024-03-19,reconciled,30,Briana Baird,morning
10665,2780.5,3932.480000000008,2024-03-20,pending,30,Perry Meyers,evening
10666,1327.73,2899.460000000008,2024-03-21,reconciled,30,Oscar Cervantes,morning
10667,1164.92,3765.490000000008,2024-03-22,reconciled,30,Nicholas Sullivan,morning
10668,4461.97,5819.930000000008,2024-03-23,reconciled,30,Michael Brown,morning
10669,2894.6,4443.0500000000075,2024-03-24,reconciled,30,Julie Smith,morning
10670,547.68,817.4500000000079,2024-03-25,reconciled,30,Lucas Ortiz,morning
10671,619.16,2298.790000000007,2024-03-26,reconciled,30,Kelly Randall,evening
10672,1285.95,5322.960000000006,2024-03-27,reconciled,30,Stephanie Hall,evening
10673,4494.87,6178.350000000007,2024-03-28,reconciled,30,Maria Johnson,morning
10674,1380.79,4347.020000000007,2024-03-29,reconciled,30,Catherine Castro,morning
10675,2896.53,6778.850000000007,2024-03-30,reconciled,30,Travis Johnson,morning
10676,2455.88,5869.310000000007,2024-03-31,reconciled,30,Jerome Meadows,evening
10677,7183.33,7256.830000000008,2024-04-01,reconciled,30,Timothy Price,evening
10678,128.03,3243.8400000000074,2024-04-02,reconciled,30,Jessica Powell,morning
10679,744.78,6095.070000000007,2024-04-03,reconciled,30,Shannon Page,morning
10680,5443.87,8131.3900000000085,2024-04-04,reconciled,30,Regina Crawford,evening
10681,2882.62,5762.550000000008,2024-04-05,reconciled,30,Christopher Coleman,morning
10682,2541.17,6389.530000000008,2024-04-06,reconciled,30,William Mendoza,morning
10683,4429.17,8277.760000000007,2024-04-07,pending,30,Miguel Stanley,evening
10684,4212.76,5748.230000000009,2024-04-08,pending,30,Matthew Johnson,evening
10685,307.65,4828.590000000008,2024-04-09,reconciled,30,Raymond Morris,evening
10686,547.48,6449.350000000009,2024-04-10,pending,30,James Davis,evening
10687,4918.45,8225.03000000001,2024-04-11,pending,30,Robin Rodgers,evening
10688,2347.75,7247.260000000009,2024-04-12,reconciled,30,William Davies,evening
10689,3745.72,9252.070000000009,2024-04-13,pending,30,Samantha Barrett,morning
10690,5879.43,8321.410000000009,2024-04-14,pending,30,Anthony Williams MD,evening
10691,571.97,5366.560000000009,2024-04-15,reconciled,30,Jessica Obrien,morning
10692,3778.55,7603.790000000008,2024-04-16,reconciled,30,Matthew Nichols,morning
10693,3839.59,6500.530000000008,2024-04-17,pending,30,Gary Dickson,morning
10694,5003.54,5038.430000000007,2024-04-18,reconciled,30,Juan Ramos,morning
10695,1097.01,1549.2500000000068,2024-04-19,pending,30,Brian Pittman,evening
10696,2805.12,3662.3700000000076,2024-04-20,pending,30,Michelle Scott,morning
10697,913.97,4573.310000000008,2024-04-21,reconciled,30,Russell Calderon,evening
10698,2579.87,6851.200000000007,2024-04-22,reconciled,30,Kelly Miller,evening
10699,707.95,7222.4700000000075,2024-04-23,reconciled,30,Melissa Clayton,evening
10700,5096.55,9436.440000000008,2024-04-24,reconciled,30,Lori Moore,evening
10701,741.02,7316.750000000006,2024-04-25,reconciled,30,Eric Brown,morning
10702,1132.5,8876.670000000006,2024-04-26,reconciled,30,Matthew Chapman,morning
10703,7299.41,10438.240000000005,2024-04-27,reconciled,30,Ian Singh,evening
10704,985.07,6204.720000000007,2024-04-28,reconciled,30,Joseph Wilson,morning
10705,2776.81,7489.520000000007,2024-04-29,reconciled,30,Mrs. Natalie Day MD,evening
10706,6459.28,7436.240000000006,2024-04-30,pending,30,Richard Brooks,morning
10707,699.32,4329.250000000006,2024-05-01,reconciled,30,Lindsey Wolf,morning
10708,1117.35,6269.440000000005,2024-05-02,reconciled,30,Jesse Green,morning
10709,7245.6,7613.420000000005,2024-05-03,pending,30,Joseph Fitzgerald,evening
10710,1538.97,2695.080000000005,2024-05-04,reconciled,30,Philip Haney,evening
10711,1689.52,4320.690000000005,2024-05-05,reconciled,30,Janice Blevins,evening
10712,1708.3,4722.690000000004,2024-05-06,pending,30,Gabriella Medina,evening
10713,3475.81,6533.460000000004,2024-05-07,pending,30,Donald Pope,morning
10714,3440.62,5944.600000000003,2024-05-08,pending,30,Tonya Hamilton,evening
10715,1208.84,6161.060000000003,2024-05-09,pending,30,Carrie Cunningham,morning
10716,2372.69,7886.550000000004,2024-05-10,reconciled,30,Edwin Camacho,evening
10717,7577.48,8830.280000000004,2024-05-11,reconciled,30,Terry Graham,evening
10718,958.11,2706.630000000004,2024-05-12,pending,30,Beth Taylor,morning
10719,366.07,4769.6600000000035,2024-05-13,pending,30,Danielle Richardson,morning
10720,508.12,7054.210000000005,2024-05-14,pending,30,Sheila Duncan,evening
10721,5428.21,9343.930000000004,2024-05-15,reconciled,30,Deborah Bishop,morning
10722,510.07,7794.610000000004,2024-05-16,reconciled,30,Anthony Chapman,evening
10723,6265.28,10093.110000000004,2024-05-17,reconciled,30,Zachary Moore,evening
10724,937.27,6482.670000000004,2024-05-18,reconciled,30,Patrick Ferrell,evening
10725,4788.18,8614.370000000003,2024-05-19,reconciled,30,Justin Perkins,evening
10726,305.04,6011.260000000002,2024-05-20,reconciled,30,Kenneth Montgomery,evening
10727,1669.48,7840.580000000002,2024-05-21,reconciled,30,Lauren Washington,evening
10728,3823.68,7051.820000000002,2024-05-22,reconciled,30,Don Higgins,morning
10729,1758.56,5478.590000000003,2024-05-23,pending,30,Matthew Moore,evening
10730,2211.69,6804.310000000003,2024-05-24,pending,30,Jasmine Holmes,morning
10731,3624.1,7654.750000000004,2024-05-25,reconciled,30,Kenneth Meyer,morning
10732,2259.17,8222.490000000003,2024-05-26,reconciled,30,William Gonzalez,morning
10733,7179.1,8492.040000000003,2024-05-27,pending,30,Rebecca Nelson,morning
10734,140.78,3956.050000000003,2024-05-28,reconciled,30,Dennis Ellison,morning
10735,2718.57,6965.940000000002,2024-05-29,reconciled,30,Jennifer Tate,morning
10736,3812.14,7363.990000000002,2024-05-30,pending,30,Richard Mendez,morning
10737,2595.32,5611.410000000002,2024-05-31,reconciled,30,Gregory Gordon,evening
10738,291.3,5906.870000000002,2024-06-01,reconciled,30,Crystal Robinson,evening
10739,2482.02,8332.500000000002,2024-06-02,reconciled,30,Gregory Welch,morning
10740,4184.09,7768.710000000002,2024-06-03,pending,30,Mary Burton,morning
10741,1435.24,6890.340000000003,2024-06-04,pending,30,Shelly Nelson,morning
10742,2225.12,8606.830000000004,2024-06-05,pending,30,Erica Jacobson,morning
10743,5794.33,10113.580000000005,2024-06-06,pending,30,Teresa Hamilton,evening
10744,5630.86,5959.240000000004,2024-06-07,reconciled,30,Anna Allen,morning
10745,410.77,3661.370000000005,2024-06-08,pending,30,Alejandro Washington,evening
10746,4935.93,5585.200000000005,2024-06-09,reconciled,30,Michelle Fox,evening
10747,307.6,3493.060000000006,2024-06-10,pending,30,Chelsea Wheeler,morning
10748,6138.64,6140.720000000007,2024-06-11,pending,30,Ronald Miller,evening
10749,2933.36,3242.8100000000054,2024-06-12,reconciled,30,Michael Barton,morning
10750,995.06,2240.780000000005,2024-06-13,reconciled,30,John Parrish,morning
10751,2920.57,4615.400000000005,2024-06-14,pending,30,Sheri Mccall,morning
10752,874.1,4687.390000000006,2024-06-15,reconciled,30,Kelly James,morning
10753,2513.23,7066.650000000005,2024-06-16,reconciled,30,Melissa Smith,morning
10754,5562.39,7409.370000000005,2024-06-17,pending,30,Linda Sherman,evening
10755,3753.11,3927.5300000000047,2024-06-18,pending,30,Heather Moore DDS,morning
10756,174.77,2414.680000000005,2024-06-19,pending,30,Michael Waters,morning
10757,155.56,6380.280000000005,2024-06-20,pending,30,Carlos Johnson,morning
10758,7320.02,9864.220000000005,2024-06-21,reconciled,30,Amy Young,evening
10759,4765.52,5173.920000000005,2024-06-22,reconciled,30,Richard Garcia,evening
10760,459.87,3451.0200000000045,2024-06-23,reconciled,30,Richard Case,evening
10761,2701.69,5678.140000000005,2024-06-24,reconciled,30,Tasha Dyer,morning
10762,2234.2,5740.380000000004,2024-06-25,reconciled,30,Candice Miller,evening
10763,6602.64,6649.690000000004,2024-06-26,reconciled,30,Laura Tate,evening
10764,1552.59,4042.420000000004,2024-06-27,pending,30,Patricia Byrd,evening
10765,2875.21,5593.0400000000045,2024-06-28,reconciled,30,Yvonne Edwards,morning
10766,1357.78,5406.720000000005,2024-06-29,reconciled,30,Jeremiah Rogers,evening
10767,5016.43,6536.730000000004,2024-06-30,reconciled,30,Brent Campbell,evening
10768,4154.28,5623.880000000005,2024-07-01,pending,30,Misty Hill,evening
10769,2068.03,3285.430000000005,2024-07-02,pending,30,Jill Rodriguez,evening
10770,1363.63,2861.7000000000053,2024-07-03,reconciled,30,Kelly Snyder,morning
10771,1892.14,4898.800000000005,2024-07-04,pending,30,Kristen Jenkins,morning
10772,3247.21,6671.240000000004,2024-07-05,reconciled,30,Matthew Fields,evening
10773,2438.5,6017.200000000005,2024-07-06,reconciled,30,Kim Henry,evening
10774,7157.58,7574.710000000005,2024-07-07,pending,30,Paula Rodriguez,evening
10775,3599.29,3973.5300000000047,2024-07-08,pending,30,Patricia Smith,morning
10776,999.62,1783.1100000000047,2024-07-09,reconciled,30,Miguel Horton,evening
10777,2211.49,3939.330000000004,2024-07-10,pending,30,Jamie Jenkins,morning
10778,3910.75,5232.880000000004,2024-07-11,pending,30,Jeremy Nichols DVM,morning
10779,3917.72,4739.610000000004,2024-07-12,pending,30,Heather Hall,morning
10780,1479.74,4438.890000000005,2024-07-13,pending,30,Shannon Adams,evening
10781,3123.63,5734.3300000000045,2024-07-14,pending,30,Robert Barnett,evening
10782,3397.73,5686.560000000004,2024-07-15,pending,30,Rachael Hoffman,morning
10783,831.69,4930.030000000003,2024-07-16,reconciled,30,Brandon George,evening
10784,258.36,8201.070000000005,2024-07-17,reconciled,30,Kayla Rush,evening
10785,8903.13,9401.560000000007,2024-07-18,pending,30,Jessica Perez,morning
10786,1246.75,2892.440000000008,2024-07-19,pending,30,Andrea Brock,morning
10787,2025.25,4090.5600000000077,2024-07-20,pending,30,Jasmine Garcia,morning
10788,3710.04,6102.750000000008,2024-07-21,pending,30,Nathan Morris,morning
10789,3037.66,4690.920000000009,2024-07-22,reconciled,30,Jean Wade,morning
10790,5048.71,5670.43000000001,2024-07-23,reconciled,30,Elaine Hess,evening
10791,3854.81,3954.5400000000104,2024-07-24,reconciled,30,Megan Stewart,evening
10792,3051.77,4134.66000000001,2024-07-25,reconciled,30,Brad Douglas,evening
10793,1528.61,2518.1900000000096,2024-07-26,pending,30,Jennifer Rhodes,morning
10794,1514.66,3820.90000000001,2024-07-27,reconciled,30,Johnny Young,evening
10795,5450.41,6016.58000000001,2024-07-28,reconciled,30,Shelby Martinez,morning
10796,75.37,2728.4800000000096,2024-07-29,reconciled,30,William Ramirez,evening
10797,865.11,5549.850000000009,2024-07-30,reconciled,30,Christopher Barker,morning
10798,2232.19,7338.9300000000085,2024-07-31,reconciled,30,Billy Bruce,evening
10799,4470.23,8155.420000000007,2024-08-01,pending,30,Brandon Shannon,morning
10800,3160.11,4652.430000000007,2024-08-02,pending,30,Jacob Nelson,evening
10801,1282.8,4602.290000000006,2024-08-03,pending,30,Victoria White,morning
10802,3276.72,5437.590000000007,2024-08-04,reconciled,30,Joseph Bridges,evening
10803,3815.55,5014.520000000008,2024-08-05,pending,30,Ellen Patterson,evening
10804,190.14,4390.310000000008,2024-08-06,pending,30,William Smith,evening
10805,393.78,5876.540000000007,2024-08-07,reconciled,30,Shane Turner,evening
10806,3007.03,7326.710000000008,2024-08-08,reconciled,30,Thomas Lopez,evening
10807,1028.97,6009.680000000009,2024-08-09,reconciled,30,Jimmy Rivera,morning
10808,5616.31,8000.420000000007,2024-08-10,reconciled,30,Justin Johnson,morning
10809,4656.66,6397.700000000005,2024-08-11,pending,30,Eric Scott,morning
10810,1222.12,4814.820000000006,2024-08-12,pending,30,Vincent Ball,evening
10811,707.41,7289.540000000006,2024-08-13,reconciled,30,Calvin Marshall,morning
10812,6427.2,9095.790000000006,2024-08-14,pending,30,Mary Mckinney,evening
10813,3556.26,4761.510000000006,2024-08-15,pending,30,Dennis Lee,morning
10814,1647.02,5172.220000000005,2024-08-16,reconciled,30,James Garcia,evening
10815,6042.42,6425.0400000000045,2024-08-17,reconciled,30,Tammy Flores,morning
10816,2533.87,2828.330000000004,2024-08-18,pending,30,Kelly James,evening
10817,612.01,2858.0100000000034,2024-08-19,pending,30,Alexandra Bernard,morning
10818,1283.24,4861.940000000003,2024-08-20,pending,30,Wanda Harmon,morning
10819,5978.56,6220.130000000003,2024-08-21,pending,30,Darren Glover,evening
10820,362.99,3386.220000000003,2024-08-22,reconciled,30,Savannah Hill,evening
10821,1207.93,5815.870000000003,2024-08-23,reconciled,30,Justin Santiago,evening
10822,1261.51,7512.930000000003,2024-08-24,pending,30,Andrea Estrada,evening
